[Header]
Data File Name	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Output Date	9/6/2019
Output Time	10:54:20 AM

[File Information]
Type	Data File
Generated	4/12/2019 12:27:12 PM
Generated by	Admin
Modified	9/6/2019 10:13:48 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	4/12/2019 12:29:18 PM
Type	Unknown
Level	4
Sample Name	STD_5ug scan
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Method File	D:\2019 KYB\Youngnam CHJ\OA_SCAN nontarget.qgm
Batch File	
Report Format File	REPORT.qgr
Tuning File	C:\GCMSsolution\System\Tune1\20190330.qgt

[File Description]


[MC Peak Table]
# of Peaks	815
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
49.822	4916	0.06
49.823	4606	0.06
49.825	4792	0.06
49.827	4426	0.05
49.828	3033	0.04
49.830	3501	0.04
49.832	5381	0.07
49.833	5656	0.07
49.835	4395	0.05
49.837	3327	0.04
49.838	3786	0.05
49.840	4693	0.06
49.842	4292	0.05
49.843	3520	0.04
49.845	4109	0.05
49.847	5730	0.07
49.848	6429	0.08
49.850	5127	0.06
49.852	4449	0.05
49.853	5386	0.07
49.855	5322	0.06
49.857	3687	0.04
49.858	2678	0.03
49.860	3341	0.04
49.862	4880	0.06
49.863	4607	0.06
49.865	3684	0.04
49.867	3819	0.05
49.868	4013	0.05
49.870	3932	0.05
49.872	4119	0.05
49.873	2889	0.04
49.875	2402	0.03
49.877	3253	0.04
49.878	3487	0.04
49.880	3888	0.05
49.882	4657	0.06
49.883	4359	0.05
49.885	4416	0.05
49.887	4637	0.06
49.888	4204	0.05
49.890	4125	0.05
49.892	4174	0.05
49.893	3501	0.04
49.895	3770	0.05
49.897	3721	0.05
49.898	2399	0.03
49.900	3084	0.04
49.902	4365	0.05
49.903	4517	0.05
49.905	3991	0.05
49.907	3252	0.04
49.908	2366	0.03
49.910	3158	0.04
49.912	4489	0.05
49.913	4262	0.05
49.915	4138	0.05
49.917	4097	0.05
49.918	2378	0.03
49.920	1971	0.02
49.922	4131	0.05
49.923	5217	0.06
49.925	4449	0.05
49.927	3733	0.05
49.928	3701	0.04
49.930	5023	0.06
49.932	5839	0.07
49.933	4205	0.05
49.935	2877	0.03
49.937	2830	0.03
49.938	3570	0.04
49.940	3893	0.05
49.942	3247	0.04
49.943	3538	0.04
49.945	3441	0.04
49.947	3429	0.04
49.948	4001	0.05
49.950	4197	0.05
49.952	4874	0.06
49.953	5269	0.06
49.955	4910	0.06
49.957	4982	0.06
49.958	4734	0.06
49.960	4208	0.05
49.962	3617	0.04
49.963	2912	0.04
49.965	3303	0.04
49.967	3713	0.05
49.968	4229	0.05
49.970	4337	0.05
49.972	3718	0.05
49.973	4426	0.05
49.975	5421	0.07
49.977	5993	0.07
49.978	5129	0.06
49.980	3500	0.04
49.982	3111	0.04
49.983	2804	0.03
49.985	2839	0.03
49.987	3586	0.04
49.988	4122	0.05
49.990	4051	0.05
49.992	4127	0.05
49.993	4446	0.05
49.995	4699	0.06
49.997	5186	0.06
49.998	4339	0.05
50.000	3644	0.04
50.002	4684	0.06
50.003	4731	0.06
50.005	3540	0.04
50.007	2879	0.03
50.008	2793	0.03
50.010	3195	0.04
50.012	3284	0.04
50.013	3428	0.04
50.015	3523	0.04
50.017	3691	0.04
50.018	3320	0.04
50.020	3354	0.04
50.022	3623	0.04
50.023	3380	0.04
50.025	3823	0.05
50.027	4145	0.05
50.028	2966	0.04
50.030	2085	0.03
50.032	2264	0.03
50.033	3461	0.04
50.035	5184	0.06
50.037	5647	0.07
50.038	3507	0.04
50.040	2540	0.03
50.042	4962	0.06
50.043	6858	0.08
50.045	5518	0.07
50.047	4308	0.05
50.048	3556	0.04
50.050	2869	0.03
50.052	4027	0.05
50.053	4957	0.06
50.055	4261	0.05
50.057	4080	0.05
50.058	3971	0.05
50.060	3868	0.05
50.062	4143	0.05
50.063	3710	0.04
50.065	3772	0.05
50.067	4722	0.06
50.068	3509	0.04
50.070	2190	0.03
50.072	2838	0.03
50.073	2436	0.03
50.075	5467	0.07
50.077	5511	0.07
50.078	5006	0.06
50.080	4919	0.06
50.082	4882	0.06
50.083	3912	0.05
50.085	3654	0.04
50.087	3905	0.05
50.088	2879	0.03
50.090	1925	0.02
50.092	2807	0.03
50.093	3065	0.04
50.095	2434	0.03
50.097	3411	0.04
50.098	4484	0.05
50.100	3620	0.04
50.102	3784	0.05
50.103	4072	0.05
50.105	3465	0.04
50.107	3262	0.04
50.108	2668	0.03
50.110	3139	0.04
50.112	4097	0.05
50.113	3361	0.04
50.115	3031	0.04
50.117	4384	0.05
50.118	4215	0.05
50.120	3596	0.04
50.122	3849	0.05
50.123	4164	0.05
50.125	3935	0.05
50.127	3675	0.04
50.128	4161	0.05
50.130	4678	0.06
50.132	4264	0.05
50.133	3294	0.04
50.135	1735	0.02
50.137	3509	0.04
50.138	3861	0.05
50.140	3862	0.05
50.142	4658	0.06
50.143	6213	0.08
50.145	5636	0.07
50.147	4462	0.05
50.148	4183	0.05
50.150	4834	0.06
50.152	5161	0.06
50.153	4211	0.05
50.155	3157	0.04
50.157	3122	0.04
50.158	3502	0.04
50.160	3759	0.05
50.162	4091	0.05
50.163	3581	0.04
50.165	2894	0.04
50.167	3831	0.05
50.168	5165	0.06
50.170	5144	0.06
50.172	5231	0.06
50.173	5206	0.06
50.175	4638	0.06
50.177	5324	0.06
50.178	4778	0.06
50.180	2838	0.03
50.182	2523	0.03
50.183	3566	0.04
50.185	4945	0.06
50.187	5546	0.07
50.188	6166	0.07
50.190	5915	0.07
50.192	3609	0.04
50.193	3726	0.05
50.195	5746	0.07
50.197	6370	0.08
50.198	4812	0.06
50.200	4181	0.05
50.202	4097	0.05
50.203	3418	0.04
50.205	3407	0.04
50.207	3738	0.05
50.208	4166	0.05
50.210	4020	0.05
50.212	3895	0.05
50.213	4027	0.05
50.215	3350	0.04
50.217	3176	0.04
50.218	3440	0.04
50.220	3601	0.04
50.222	3608	0.04
50.223	3586	0.04
50.225	4212	0.05
50.227	4750	0.06
50.228	3327	0.04
50.230	2342	0.03
50.232	3546	0.04
50.233	4631	0.06
50.235	3579	0.04
50.237	2515	0.03
50.238	2998	0.04
50.240	4060	0.05
50.242	5656	0.07
50.243	5761	0.07
50.245	4046	0.05
50.247	4640	0.06
50.248	6253	0.08
50.250	5540	0.07
50.252	4704	0.06
50.253	4775	0.06
50.255	4752	0.06
50.257	4034	0.05
50.258	3071	0.04
50.260	3534	0.04
50.262	4185	0.05
50.263	5321	0.06
50.265	6743	0.08
50.267	5068	0.06
50.268	4054	0.05
50.270	4455	0.05
50.272	4011	0.05
50.273	3926	0.05
50.275	3965	0.05
50.277	3637	0.04
50.278	4546	0.06
50.280	5449	0.07
50.282	5518	0.07
50.283	4941	0.06
50.285	4084	0.05
50.287	3827	0.05
50.288	4164	0.05
50.290	4255	0.05
50.292	3685	0.04
50.293	3197	0.04
50.295	3540	0.04
50.297	4476	0.05
50.298	4739	0.06
50.300	4219	0.05
50.302	3862	0.05
50.303	3791	0.05
50.305	3593	0.04
50.307	3758	0.05
50.308	4102	0.05
50.310	3952	0.05
50.312	3825	0.05
50.313	4646	0.06
50.315	4899	0.06
50.317	4580	0.06
50.318	5495	0.07
50.320	5271	0.06
50.322	3147	0.04
50.323	2646	0.03
50.325	3830	0.05
50.327	4365	0.05
50.328	6140	0.07
50.330	7250	0.09
50.332	5887	0.07
50.333	3506	0.04
50.335	2759	0.03
50.337	2828	0.03
50.338	2391	0.03
50.340	2725	0.03
50.342	4883	0.06
50.343	5861	0.07
50.345	4776	0.06
50.347	2943	0.04
50.348	3022	0.04
50.350	4166	0.05
50.352	3761	0.05
50.353	3251	0.04
50.355	3731	0.05
50.357	4422	0.05
50.358	5009	0.06
50.360	4931	0.06
50.362	4372	0.05
50.363	3906	0.05
50.365	3729	0.05
50.367	4145	0.05
50.368	4100	0.05
50.370	3434	0.04
50.372	3755	0.05
50.373	4649	0.06
50.375	3870	0.05
50.377	2736	0.03
50.378	3224	0.04
50.380	3337	0.04
50.382	3348	0.04
50.383	3770	0.05
50.385	1962	0.02
50.387	3471	0.04
50.388	3818	0.05
50.390	3712	0.05
50.392	3826	0.05
50.393	4123	0.05
50.395	4608	0.06
50.397	4758	0.06
50.398	4209	0.05
50.400	3771	0.05
50.402	4151	0.05
50.403	5136	0.06
50.405	5040	0.06
50.407	4525	0.05
50.408	4616	0.06
50.410	4734	0.06
50.412	4370	0.05
50.413	3525	0.04
50.415	3125	0.04
50.417	3429	0.04
50.418	3528	0.04
50.420	3093	0.04
50.422	2288	0.03
50.423	1624	0.02
50.425	1922	0.02
50.427	2694	0.03
50.428	3611	0.04
50.430	4382	0.05
50.432	4992	0.06
50.433	4996	0.06
50.435	5269	0.06
50.437	6330	0.08
50.438	6042	0.07
50.440	5116	0.06
50.442	4497	0.05
50.443	3696	0.04
50.445	3361	0.04
50.447	3280	0.04
50.448	3501	0.04
50.450	4183	0.05
50.452	4636	0.06
50.453	4862	0.06
50.455	5649	0.07
50.457	6067	0.07
50.458	5461	0.07
50.460	4568	0.06
50.462	4032	0.05
50.463	4814	0.06
50.465	5600	0.07
50.467	4254	0.05
50.468	3025	0.04
50.470	3884	0.05
50.472	4791	0.06
50.473	6172	0.07
50.475	6555	0.08
50.477	5122	0.06
50.478	3970	0.05
50.480	3197	0.04
50.482	2671	0.03
50.483	2885	0.03
50.485	2109	0.03
50.487	4660	0.06
50.488	4518	0.05
50.490	4131	0.05
50.492	3767	0.05
50.493	2604	0.03
50.495	2525	0.03
50.497	3997	0.05
50.498	4568	0.06
50.500	3759	0.05
50.502	3437	0.04
50.503	3451	0.04
50.505	2993	0.04
50.507	2104	0.03
50.508	2548	0.03
50.510	3842	0.05
50.512	4258	0.05
50.513	3586	0.04
50.515	2416	0.03
50.517	2088	0.03
50.518	2961	0.04
50.520	3637	0.04
50.522	4218	0.05
50.523	5414	0.07
50.525	5473	0.07
50.527	4240	0.05
50.528	3485	0.04
50.530	3676	0.04
50.532	4383	0.05
50.533	4204	0.05
50.535	3799	0.05
50.537	2954	0.04
50.538	2582	0.03
50.540	3922	0.05
50.542	5130	0.06
50.543	4270	0.05
50.545	3201	0.04
50.547	3664	0.04
50.548	3998	0.05
50.550	4035	0.05
50.552	3840	0.05
50.553	3268	0.04
50.555	3074	0.04
50.557	3544	0.04
50.558	3181	0.04
50.560	3436	0.04
50.562	4289	0.05
50.563	4036	0.05
50.565	4239	0.05
50.567	4346	0.05
50.568	3625	0.04
50.570	3770	0.05
50.572	4906	0.06
50.573	4461	0.05
50.575	2975	0.04
50.577	2839	0.03
50.578	2746	0.03
50.580	4056	0.05
50.582	5337	0.06
50.583	4013	0.05
50.585	2751	0.03
50.587	2679	0.03
50.588	3045	0.04
50.590	3650	0.04
50.592	3118	0.04
50.593	3250	0.04
50.595	4610	0.06
50.597	3653	0.04
50.598	2364	0.03
50.600	2940	0.04
50.602	3179	0.04
50.603	2975	0.04
50.605	3536	0.04
50.607	3384	0.04
50.608	2700	0.03
50.610	2992	0.04
50.612	5095	0.06
50.613	5831	0.07
50.615	4490	0.05
50.617	4652	0.06
50.618	5915	0.07
50.620	5581	0.07
50.622	5259	0.06
50.623	5571	0.07
50.625	5712	0.07
50.627	5563	0.07
50.628	4756	0.06
50.630	3931	0.05
50.632	3187	0.04
50.633	2331	0.03
50.635	3112	0.04
50.637	3231	0.04
50.638	3680	0.04
50.640	4990	0.06
50.642	4562	0.06
50.643	3649	0.04
50.645	2809	0.03
50.647	1651	0.02
50.648	2056	0.02
50.650	2397	0.03
50.652	3225	0.04
50.653	3590	0.04
50.655	3839	0.05
50.657	4593	0.06
50.658	3826	0.05
50.660	3894	0.05
50.662	4791	0.06
50.663	3952	0.05
50.665	3362	0.04
50.667	3858	0.05
50.668	4456	0.05
50.670	4660	0.06
50.672	3893	0.05
50.673	3892	0.05
50.675	4311	0.05
50.677	4002	0.05
50.678	3979	0.05
50.680	4675	0.06
50.682	5839	0.07
50.683	6341	0.08
50.685	5503	0.07
50.687	5771	0.07
50.688	6309	0.08
50.690	5053	0.06
50.692	3588	0.04
50.693	3419	0.04
50.695	3013	0.04
50.697	2759	0.03
50.698	3318	0.04
50.700	3864	0.05
50.702	3596	0.04
50.703	3075	0.04
50.705	3280	0.04
50.707	4406	0.05
50.708	4950	0.06
50.710	4018	0.05
50.712	3936	0.05
50.713	4611	0.06
50.715	4686	0.06
50.717	4262	0.05
50.718	3501	0.04
50.720	3539	0.04
50.722	3903	0.05
50.723	3788	0.05
50.725	4061	0.05
50.727	4550	0.06
50.728	3746	0.05
50.730	3507	0.04
50.732	4918	0.06
50.733	5132	0.06
50.735	3854	0.05
50.737	3193	0.04
50.738	3764	0.05
50.740	4731	0.06
50.742	5262	0.06
50.743	5230	0.06
50.745	4649	0.06
50.747	4207	0.05
50.748	4218	0.05
50.750	3871	0.05
50.752	4153	0.05
50.753	5539	0.07
50.755	5274	0.06
50.757	4730	0.06
50.758	4827	0.06
50.760	5485	0.07
50.762	5188	0.06
50.763	4697	0.06
50.765	4361	0.05
50.767	3672	0.04
50.768	4030	0.05
50.770	4033	0.05
50.772	3547	0.04
50.773	4123	0.05
50.775	4480	0.05
50.777	3876	0.05
50.778	4349	0.05
50.780	5515	0.07
50.782	4355	0.05
50.783	2652	0.03
50.785	3836	0.05
50.787	6090	0.07
50.788	5699	0.07
50.790	4374	0.05
50.792	4991	0.06
50.793	4835	0.06
50.795	3387	0.04
50.797	3418	0.04
50.798	2974	0.04
50.800	2398	0.03
50.802	4011	0.05
50.803	4991	0.06
50.805	4296	0.05
50.807	4832	0.06
50.808	5402	0.07
50.810	4885	0.06
50.812	4219	0.05
50.813	4136	0.05
50.815	4313	0.05
50.817	3743	0.05
50.818	4493	0.05
50.820	5320	0.06
50.822	4135	0.05
50.823	3899	0.05
50.825	4634	0.06
50.827	4767	0.06
50.828	4956	0.06
50.830	4213	0.05
50.832	3770	0.05
50.833	5562	0.07
50.835	6178	0.07
50.837	5003	0.06
50.838	4390	0.05
50.840	4213	0.05
50.842	4593	0.06
50.843	4939	0.06
50.845	4366	0.05
50.847	4240	0.05
50.848	5276	0.06
50.850	5851	0.07
50.852	4509	0.05
50.853	3146	0.04
50.855	3336	0.04
50.857	4043	0.05
50.858	4380	0.05
50.860	3430	0.04
50.862	3056	0.04
50.863	3503	0.04
50.865	3754	0.05
50.867	3494	0.04
50.868	4190	0.05
50.870	5976	0.07
50.872	6125	0.07
50.873	4440	0.05
50.875	3409	0.04
50.877	2831	0.03
50.878	3483	0.04
50.880	4876	0.06
50.882	4582	0.06
50.883	4155	0.05
50.885	3527	0.04
50.887	2964	0.04
50.888	3642	0.04
50.890	3449	0.04
50.892	3677	0.04
50.893	4869	0.06
50.895	4507	0.05
50.897	3448	0.04
50.898	3296	0.04
50.900	3654	0.04
50.902	1968	0.02
50.903	3107	0.04
50.905	3912	0.05
50.907	3735	0.05
50.908	2865	0.03
50.910	3564	0.04
50.912	4546	0.06
50.913	4853	0.06
50.915	4454	0.05
50.917	3114	0.04
50.918	3482	0.04
50.920	4676	0.06
50.922	4766	0.06
50.923	4864	0.06
50.925	4416	0.05
50.927	4204	0.05
50.928	4614	0.06
50.930	3646	0.04
50.932	3805	0.05
50.933	4966	0.06
50.935	4759	0.06
50.937	4255	0.05
50.938	4061	0.05
50.940	3389	0.04
50.942	3153	0.04
50.943	3340	0.04
50.945	3988	0.05
50.947	5511	0.07
50.948	4471	0.05
50.950	2746	0.03
50.952	2409	0.03
50.953	3223	0.04
50.955	3099	0.04
50.957	2347	0.03
50.958	2902	0.04
50.960	3624	0.04
50.962	3485	0.04
50.963	3137	0.04
50.965	2876	0.03
50.967	2870	0.03
50.968	3927	0.05
50.970	4435	0.05
50.972	3489	0.04
50.973	3037	0.04
50.975	3693	0.04
50.977	5237	0.06
50.978	6527	0.08
50.980	5530	0.07
50.982	3813	0.05
50.983	4724	0.06
50.985	5091	0.06
50.987	3938	0.05
50.988	4224	0.05
50.990	3813	0.05
50.992	2840	0.03
50.993	2231	0.03
50.995	3423	0.04
50.997	4724	0.06
50.998	3892	0.05
51.000	3521	0.04
51.002	4454	0.05
51.003	5387	0.07
51.005	5917	0.07
51.007	6279	0.08
51.008	5854	0.07
51.010	4780	0.06
51.012	4679	0.06
51.013	5000	0.06
51.015	4097	0.05
51.017	3524	0.04
51.018	4076	0.05
51.020	4669	0.06
51.022	4129	0.05
51.023	4675	0.06
51.025	5108	0.06
51.027	3811	0.05
51.028	3368	0.04
51.030	3740	0.05
51.032	3299	0.04
51.033	4589	0.06
51.035	5982	0.07
51.037	4805	0.06
51.038	3697	0.04
51.040	5030	0.06
51.042	6705	0.08
51.043	6631	0.08
51.045	5026	0.06
51.047	4264	0.05
51.048	4964	0.06
51.050	5399	0.07
51.052	4577	0.06
51.053	3305	0.04
51.055	2803	0.03
51.057	3379	0.04
51.058	4249	0.05
51.060	4482	0.05
51.062	4018	0.05
51.063	3855	0.05
51.065	3419	0.04
51.067	3677	0.04
51.068	4664	0.06
51.070	4047	0.05
51.072	2577	0.03
51.073	3575	0.04
51.075	3299	0.04
51.077	3037	0.04
51.078	3668	0.04
51.080	4145	0.05
51.082	3665	0.04
51.083	3487	0.04
51.085	3562	0.04
51.087	3166	0.04
51.088	3410	0.04
51.090	3459	0.04
51.092	3060	0.04
51.093	2758	0.03
51.095	3650	0.04
51.097	5010	0.06
51.098	4050	0.05
51.100	3249	0.04
51.102	3876	0.05
51.103	3363	0.04
51.105	2917	0.04
51.107	3694	0.04
51.108	3544	0.04
51.110	2620	0.03
51.112	3118	0.04
51.113	3987	0.05
51.115	4170	0.05
51.117	3415	0.04
51.118	3649	0.04
51.120	5153	0.06
51.122	5017	0.06
51.123	4262	0.05
51.125	4842	0.06
51.127	4891	0.06
51.128	4722	0.06
51.130	4857	0.06
51.132	5069	0.06
51.133	3671	0.04
51.135	2638	0.03
51.137	2876	0.03
51.138	1947	0.02
51.140	1903	0.02
51.142	1639	0.02
51.143	2675	0.03
51.145	3707	0.04
51.147	4407	0.05
51.148	5099	0.06
51.150	5214	0.06
51.152	5873	0.07
51.153	5971	0.07
51.155	5125	0.06
51.157	4070	0.05
51.158	3353	0.04
51.160	3011	0.04
51.162	2640	0.03
51.163	2458	0.03
51.165	3563	0.04
51.167	4720	0.06
51.168	4187	0.05
51.170	4610	0.06
51.172	6439	0.08
51.173	5661	0.07
51.175	3251	0.04
51.177	3834	0.05
51.178	5551	0.07
51.180	4735	0.06
51.182	4195	0.05
51.183	4217	0.05
51.185	3440	0.04
51.187	3569	0.04
51.188	4323	0.05
51.190	3944	0.05
51.192	3758	0.05
51.193	4173	0.05
51.195	4600	0.06
51.197	5322	0.06
51.198	5524	0.07
51.200	5262	0.06
51.202	5095	0.06
51.203	4359	0.05
51.205	3561	0.04
51.207	4120	0.05
51.208	5018	0.06
51.210	4948	0.06
51.212	4748	0.06
51.213	3869	0.05
51.215	4679	0.06
51.217	5904	0.07
51.218	4680	0.06
51.220	2891	0.04
51.222	3041	0.04
51.223	3795	0.05
51.225	3607	0.04
51.227	3532	0.04
51.228	4170	0.05
51.230	3650	0.04
51.232	2855	0.03
51.233	2314	0.03
51.235	2487	0.03
51.237	3953	0.05
51.238	4799	0.06
51.240	4427	0.05
51.242	4442	0.05
51.243	3885	0.05
51.245	4199	0.05
51.247	5249	0.06
51.248	4010	0.05
51.250	2861	0.03
51.252	3474	0.04
51.253	4361	0.05
51.255	4518	0.05
51.257	4770	0.06
51.258	4459	0.05
51.260	3969	0.05
51.262	3474	0.04
51.263	2779	0.03
51.265	2244	0.03
51.267	2806	0.03
51.268	3832	0.05
51.270	4265	0.05
51.272	3558	0.04
51.273	4244	0.05
51.275	5950	0.07
51.277	4326	0.05
51.278	2887	0.04
51.280	3923	0.05
51.282	5207	0.06
51.283	5032	0.06
51.285	4222	0.05
51.287	3344	0.04
51.288	3117	0.04
51.290	4093	0.05
51.292	4068	0.05
51.293	3851	0.05
51.295	4877	0.06
51.297	6008	0.07
51.298	6187	0.08
51.300	5233	0.06
51.302	4417	0.05
51.303	4229	0.05
51.305	4050	0.05
51.307	4388	0.05
51.308	4673	0.06
51.310	3684	0.04
51.312	3941	0.05
51.313	6668	0.08
51.315	6753	0.08
51.317	4805	0.06
51.318	4508	0.05
51.320	4108	0.05
51.322	2425	0.03
51.323	2658	0.03
51.325	1730	0.02
51.327	3019	0.04
51.328	4811	0.06
51.330	6047	0.07
51.332	4824	0.06
51.333	3606	0.04
51.335	4333	0.05
51.337	5481	0.07
51.338	5094	0.06
51.340	3769	0.05
51.342	3413	0.04
51.343	4163	0.05
51.345	4315	0.05
51.347	4360	0.05
51.348	3892	0.05
51.350	3787	0.05
51.352	4034	0.05
51.353	3554	0.04
51.355	3023	0.04
51.357	3842	0.05
51.358	4448	0.05
51.360	3221	0.04
51.362	1780	0.02
51.363	1818	0.02
51.365	2844	0.03
51.367	3404	0.04
51.368	2819	0.03
51.370	2056	0.02
51.372	4625	0.06
51.373	5039	0.06
51.375	4597	0.06
51.377	4091	0.05
51.378	3608	0.04
51.380	2722	0.03
51.382	2530	0.03
51.383	2802	0.03
51.385	3404	0.04
51.387	5073	0.06
51.388	6183	0.07
51.390	5719	0.07
51.392	5346	0.06
51.393	3636	0.04
51.395	2957	0.04
51.397	2629	0.03
51.398	3462	0.04
51.400	4446	0.05
51.402	5028	0.06
51.403	4337	0.05
51.405	3211	0.04
51.407	2258	0.03
51.408	2754	0.03
51.410	3846	0.05
51.412	3820	0.05
51.413	4570	0.06
51.415	6148	0.07
51.417	6636	0.08
51.418	5925	0.07
51.420	5336	0.06
51.422	4354	0.05
51.423	3950	0.05
51.425	4091	0.05
51.427	3303	0.04
51.428	2923	0.04
51.430	3288	0.04
51.432	4214	0.05
51.433	4506	0.05
51.435	3717	0.05
51.437	3096	0.04
51.438	2661	0.03
51.440	3659	0.04
51.442	5127	0.06
51.443	4924	0.06
51.445	5260	0.06
51.447	4310	0.05
51.448	3004	0.04
51.450	4485	0.05
51.452	5329	0.06
51.453	4593	0.06
51.455	4151	0.05
51.457	4618	0.06
51.458	5145	0.06
51.460	4226	0.05
51.462	3632	0.04
51.463	4062	0.05
51.465	3560	0.04
51.467	2856	0.03
51.468	2899	0.04
51.470	3632	0.04
51.472	4398	0.05
51.473	4339	0.05
51.475	4250	0.05
51.477	4470	0.05
51.478	3916	0.05
51.480	3544	0.04
51.482	4603	0.06
51.483	5830	0.07
51.485	5259	0.06
51.487	4187	0.05
51.488	3272	0.04
51.490	3665	0.04
51.492	4924	0.06
51.493	5489	0.07
51.495	4999	0.06
51.497	4322	0.05
51.498	3746	0.05
51.500	3005	0.04
51.502	3181	0.04
51.503	4139	0.05
51.505	4135	0.05
51.507	4981	0.06
51.508	5938	0.07
51.510	5106	0.06
51.512	4179	0.05
51.513	4941	0.06
51.515	4831	0.06
51.517	4294	0.05
51.518	4647	0.06
51.520	3589	0.04
51.522	2607	0.03
51.523	3114	0.04
51.525	4268	0.05
51.527	3857	0.05
51.528	3284	0.04
51.530	3384	0.04
51.532	4287	0.05
51.533	5272	0.06
51.535	4823	0.06
51.537	4887	0.06
51.538	5116	0.06
51.540	4890	0.06
51.542	4651	0.06
51.543	5336	0.06
51.545	6660	0.08
51.547	6023	0.07
51.548	4756	0.06
51.550	5132	0.06
51.552	5621	0.07
51.553	3634	0.04
51.555	2071	0.03
51.557	2625	0.03
51.558	3331	0.04
51.560	2708	0.03
51.562	3029	0.04
51.563	3284	0.04
51.565	4361	0.05
51.567	5644	0.07
51.568	5605	0.07
51.570	4983	0.06
51.572	4518	0.05
51.573	4353	0.05
51.575	4385	0.05
51.577	4030	0.05
51.578	4037	0.05
51.580	4520	0.05
51.582	5744	0.07
51.583	5618	0.07
51.585	4603	0.06
51.587	4592	0.06
51.588	3890	0.05
51.590	2833	0.03
51.592	3821	0.05
51.593	4876	0.06
51.595	4135	0.05
51.597	3270	0.04
51.598	2754	0.03
51.600	3196	0.04
51.602	3438	0.04
51.603	2743	0.03
51.605	2418	0.03
51.607	3622	0.04
51.608	4781	0.06
51.610	5071	0.06
51.612	5031	0.06
51.613	4873	0.06
51.615	4569	0.06
51.617	4137	0.05
51.618	3927	0.05
51.620	3959	0.05
51.622	3780	0.05
51.623	3579	0.04
51.625	4006	0.05
51.627	4074	0.05
51.628	3248	0.04
51.630	3753	0.05
51.632	5133	0.06
51.633	5652	0.07
51.635	5047	0.06
51.637	3807	0.05
51.638	2923	0.04
51.640	3583	0.04
51.642	4468	0.05
51.643	3630	0.04
51.645	2726	0.03
51.647	3539	0.04
51.648	3811	0.05
51.650	3090	0.04
51.652	3277	0.04
51.653	3431	0.04
51.655	3658	0.04
51.657	3606	0.04
51.658	2361	0.03
51.660	2651	0.03
51.662	4148	0.05
51.663	4098	0.05
51.665	2774	0.03
51.667	2467	0.03
51.668	3993	0.05
51.670	4330	0.05
51.672	4450	0.05
51.673	5961	0.07
51.675	6488	0.08
51.677	5459	0.07
51.678	3941	0.05
51.680	2824	0.03
51.682	3236	0.04
51.683	4174	0.05
51.685	4045	0.05
51.687	3396	0.04
51.688	2900	0.04
51.690	3130	0.04
51.692	2921	0.04
51.693	3544	0.04
51.695	4654	0.06
51.697	4011	0.05
51.698	3509	0.04
51.700	3722	0.05
51.702	3589	0.04
51.703	4158	0.05
51.705	4335	0.05
51.707	5118	0.06
51.708	7083	0.09
51.710	7278	0.09
51.712	5100	0.06
51.713	3377	0.04
51.715	2806	0.03
51.717	3212	0.04
51.718	3389	0.04
51.720	3594	0.04
51.722	3859	0.05
51.723	3339	0.04
51.725	3488	0.04
51.727	4324	0.05
51.728	4175	0.05
51.730	3666	0.04
51.732	3159	0.04
51.733	3007	0.04
51.735	3786	0.05
51.737	4011	0.05
51.738	3661	0.04
51.740	4195	0.05
51.742	4107	0.05
51.743	3391	0.04
51.745	3401	0.04
51.747	3777	0.05
51.748	4419	0.05
51.750	4912	0.06
51.752	4660	0.06
51.753	3050	0.04
51.755	2306	0.03
51.757	3531	0.04
51.758	4407	0.05
51.760	4212	0.05
51.762	4752	0.06
51.763	5305	0.06
51.765	4324	0.05
51.767	3722	0.05
51.768	4229	0.05
51.770	3416	0.04
51.772	1773	0.02
51.773	1986	0.02
51.775	3139	0.04
51.777	3948	0.05
51.778	4136	0.05
51.780	4082	0.05
51.782	3354	0.04
51.783	2847	0.03
51.785	4049	0.05
51.787	4816	0.06
51.788	4275	0.05
51.790	3754	0.05
51.792	5004	0.06
51.793	4039	0.05
51.795	4370	0.05
51.797	6349	0.08
51.798	5804	0.07
51.800	4250	0.05
51.802	4218	0.05
51.803	4505	0.05
51.805	3730	0.05
51.807	2728	0.03
51.808	3114	0.04
