[Header]
Data File Name	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Output Date	9/6/2019
Output Time	10:54:20 AM

[File Information]
Type	Data File
Generated	4/12/2019 12:27:12 PM
Generated by	Admin
Modified	9/6/2019 10:13:48 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	4/12/2019 12:29:18 PM
Type	Unknown
Level	4
Sample Name	STD_5ug scan
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Method File	D:\2019 KYB\Youngnam CHJ\OA_SCAN nontarget.qgm
Batch File	
Report Format File	REPORT.qgr
Tuning File	C:\GCMSsolution\System\Tune1\20190330.qgt

[File Description]


[MC Peak Table]
# of Peaks	815
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
22.132	122211	0.44
22.133	123396	0.44
22.135	120668	0.43
22.137	121762	0.44
22.138	127080	0.45
22.140	128655	0.46
22.142	123768	0.44
22.143	114948	0.41
22.145	123423	0.44
22.147	135719	0.49
22.148	129122	0.46
22.150	138844	0.50
22.152	146679	0.52
22.153	144478	0.52
22.155	144523	0.52
22.157	141347	0.51
22.158	143633	0.51
22.160	150745	0.54
22.162	156758	0.56
22.163	156295	0.56
22.165	160516	0.57
22.167	162155	0.58
22.168	159125	0.57
22.170	162717	0.58
22.172	167753	0.60
22.173	169655	0.61
22.175	171665	0.61
22.177	174562	0.62
22.178	157319	0.56
22.180	162018	0.58
22.182	175764	0.63
22.183	167490	0.60
22.185	163310	0.58
22.187	159152	0.57
22.188	163027	0.58
22.190	168788	0.60
22.192	169260	0.61
22.193	174738	0.62
22.195	178350	0.64
22.197	173544	0.62
22.198	177970	0.64
22.200	174992	0.63
22.202	173667	0.62
22.203	173467	0.62
22.205	178930	0.64
22.207	174618	0.62
22.208	171335	0.61
22.210	178064	0.64
22.212	181758	0.65
22.213	171981	0.62
22.215	179289	0.64
22.217	186368	0.67
22.218	189401	0.68
22.220	185389	0.66
22.222	171601	0.61
22.223	183254	0.66
22.225	181282	0.65
22.227	167399	0.60
22.228	166214	0.59
22.230	164346	0.59
22.232	157809	0.56
22.233	162477	0.58
22.235	168110	0.60
22.237	165279	0.59
22.238	159505	0.57
22.240	165110	0.59
22.242	164665	0.59
22.243	159861	0.57
22.245	146512	0.52
22.247	149371	0.53
22.248	144510	0.52
22.250	148509	0.53
22.252	151949	0.54
22.253	153126	0.55
22.255	147290	0.53
22.257	144849	0.52
22.258	146013	0.52
22.260	132534	0.47
22.262	147088	0.53
22.263	151653	0.54
22.265	150680	0.54
22.267	146828	0.53
22.268	150075	0.54
22.270	160103	0.57
22.272	154798	0.55
22.273	148580	0.53
22.275	145639	0.52
22.277	145637	0.52
22.278	151204	0.54
22.280	142730	0.51
22.282	139165	0.50
22.283	146367	0.52
22.285	151620	0.54
22.287	159025	0.57
22.288	151934	0.54
22.290	147310	0.53
22.292	140369	0.50
22.293	150168	0.54
22.295	157946	0.56
22.297	154080	0.55
22.298	142705	0.51
22.300	155180	0.55
22.302	145845	0.52
22.303	156359	0.56
22.305	156474	0.56
22.307	149847	0.54
22.308	151851	0.54
22.310	151491	0.54
22.312	148477	0.53
22.313	150170	0.54
22.315	142369	0.51
22.317	142531	0.51
22.318	147090	0.53
22.320	148090	0.53
22.322	147051	0.53
22.323	145492	0.52
22.325	148727	0.53
22.327	147921	0.53
22.328	135570	0.48
22.330	133777	0.48
22.332	134283	0.48
22.333	126187	0.45
22.335	125902	0.45
22.337	129062	0.46
22.338	135836	0.49
22.340	127902	0.46
22.342	130290	0.47
22.343	123769	0.44
22.345	125975	0.45
22.347	115982	0.41
22.348	117243	0.42
22.350	112260	0.40
22.352	108506	0.39
22.353	118802	0.42
22.355	123185	0.44
22.357	125494	0.45
22.358	124362	0.44
22.360	122773	0.44
22.362	124627	0.45
22.363	132061	0.47
22.365	125487	0.45
22.367	131522	0.47
22.368	128340	0.46
22.370	134623	0.48
22.372	141112	0.50
22.373	146542	0.52
22.375	146851	0.53
22.377	147194	0.53
22.378	151648	0.54
22.380	153879	0.55
22.382	153797	0.55
22.383	156466	0.56
22.385	155474	0.56
22.387	160259	0.57
22.388	174466	0.62
22.390	189096	0.68
22.392	199535	0.71
22.393	196709	0.70
22.395	191107	0.68
22.397	195331	0.70
22.398	213896	0.76
22.400	225017	0.80
22.402	234550	0.84
22.403	236341	0.85
22.405	243377	0.87
22.407	251147	0.90
22.408	249772	0.89
22.410	247475	0.89
22.412	242252	0.87
22.413	247949	0.89
22.415	247477	0.89
22.417	247566	0.89
22.418	250946	0.90
22.420	262090	0.94
22.422	260163	0.93
22.423	252577	0.90
22.425	257654	0.92
22.427	250477	0.90
22.428	233877	0.84
22.430	225907	0.81
22.432	228068	0.82
22.433	240116	0.86
22.435	232970	0.83
22.437	225870	0.81
22.438	220656	0.79
22.440	219019	0.78
22.442	221139	0.79
22.443	215652	0.77
22.445	200773	0.72
22.447	192492	0.69
22.448	200197	0.72
22.450	207650	0.74
22.452	210209	0.75
22.453	207182	0.74
22.455	208357	0.75
22.457	208304	0.74
22.458	200308	0.72
22.460	189468	0.68
22.462	187758	0.67
22.463	196351	0.70
22.465	198372	0.71
22.467	199202	0.71
22.468	199695	0.71
22.470	202406	0.72
22.472	206999	0.74
22.473	209236	0.75
22.475	205763	0.74
22.477	208901	0.75
22.478	217263	0.78
22.480	218603	0.78
22.482	217757	0.78
22.483	212384	0.76
22.485	215883	0.77
22.487	227118	0.81
22.488	233390	0.83
22.490	224690	0.80
22.492	238968	0.85
22.493	249569	0.89
22.495	246446	0.88
22.497	242524	0.87
22.498	241407	0.86
22.500	245686	0.88
22.502	246770	0.88
22.503	242024	0.87
22.505	239237	0.86
22.507	239460	0.86
22.508	238939	0.85
22.510	225727	0.81
22.512	209237	0.75
22.513	209673	0.75
22.515	202007	0.72
22.517	205095	0.73
22.518	198036	0.71
22.520	193243	0.69
22.522	186674	0.67
22.523	177944	0.64
22.525	175077	0.63
22.527	161438	0.58
22.528	163204	0.58
22.530	155975	0.56
22.532	151876	0.54
22.533	150198	0.54
22.535	156313	0.56
22.537	148768	0.53
22.538	148884	0.53
22.540	145053	0.52
22.542	150472	0.54
22.543	151744	0.54
22.545	152388	0.55
22.547	145633	0.52
22.548	139266	0.50
22.550	143330	0.51
22.552	141028	0.50
22.553	136046	0.49
22.555	134394	0.48
22.557	132045	0.47
22.558	140331	0.50
22.560	143275	0.51
22.562	138228	0.49
22.563	138692	0.50
22.565	140396	0.50
22.567	141555	0.51
22.568	147956	0.53
22.570	142361	0.51
22.572	147344	0.53
22.573	148507	0.53
22.575	151122	0.54
22.577	156992	0.56
22.578	163513	0.58
22.580	168313	0.60
22.582	169385	0.61
22.583	167398	0.60
22.585	170494	0.61
22.587	169861	0.61
22.588	172250	0.62
22.590	168716	0.60
22.592	164027	0.59
22.593	174410	0.62
22.595	177497	0.63
22.597	178554	0.64
22.598	171930	0.61
22.600	165421	0.59
22.602	167240	0.60
22.603	163418	0.58
22.605	156069	0.56
22.607	157051	0.56
22.608	152738	0.55
22.610	152526	0.55
22.612	153837	0.55
22.613	146013	0.52
22.615	139683	0.50
22.617	138691	0.50
22.618	140767	0.50
22.620	148554	0.53
22.622	147543	0.53
22.623	141834	0.51
22.625	145347	0.52
22.627	151733	0.54
22.628	152194	0.54
22.630	149065	0.53
22.632	142279	0.51
22.633	126042	0.45
22.635	132204	0.47
22.637	135555	0.48
22.638	133545	0.48
22.640	123314	0.44
22.642	115314	0.41
22.643	116320	0.42
22.645	117514	0.42
22.647	117790	0.42
22.648	121955	0.44
22.650	129767	0.46
22.652	130152	0.47
22.653	130447	0.47
22.655	123449	0.44
22.657	118024	0.42
22.658	121181	0.43
22.660	120366	0.43
22.662	128636	0.46
22.663	128176	0.46
22.665	131333	0.47
22.667	132388	0.47
22.668	127281	0.46
22.670	130706	0.47
22.672	132025	0.47
22.673	140363	0.50
22.675	127833	0.46
22.677	138082	0.49
22.678	137148	0.49
22.680	143519	0.51
22.682	145023	0.52
22.683	142687	0.51
22.685	141600	0.51
22.687	144475	0.52
22.688	146999	0.53
22.690	155150	0.55
22.692	146612	0.52
22.693	141365	0.51
22.695	135364	0.48
22.697	134453	0.48
22.698	147050	0.53
22.700	152008	0.54
22.702	143060	0.51
22.703	145158	0.52
22.705	145900	0.52
22.707	149371	0.53
22.708	150017	0.54
22.710	146611	0.52
22.712	139477	0.50
22.713	138733	0.50
22.715	139049	0.50
22.717	127187	0.45
22.718	127880	0.46
22.720	131336	0.47
22.722	126984	0.45
22.723	130352	0.47
22.725	123864	0.44
22.727	129919	0.46
22.728	128762	0.46
22.730	133570	0.48
22.732	134294	0.48
22.733	136334	0.49
22.735	136196	0.49
22.737	144535	0.52
22.738	144385	0.52
22.740	145705	0.52
22.742	132429	0.47
22.743	133392	0.48
22.745	134109	0.48
22.747	140978	0.50
22.748	136040	0.49
22.750	136256	0.49
22.752	142122	0.51
22.753	149585	0.53
22.755	151232	0.54
22.757	150128	0.54
22.758	159286	0.57
22.760	163646	0.59
22.762	163391	0.58
22.763	173327	0.62
22.765	170694	0.61
22.767	175274	0.63
22.768	188660	0.67
22.770	201396	0.72
22.772	209614	0.75
22.773	230532	0.82
22.775	239519	0.86
22.777	243733	0.87
22.778	261603	0.94
22.780	277466	0.99
22.782	276685	0.99
22.783	303639	1.09
22.785	318701	1.14
22.787	324482	1.16
22.788	330196	1.18
22.790	335558	1.20
22.792	324712	1.16
22.793	333673	1.19
22.795	342778	1.23
22.797	338231	1.21
22.798	329456	1.18
22.800	329587	1.18
22.802	326555	1.17
22.803	324279	1.16
22.805	316445	1.13
22.807	296261	1.06
22.808	286514	1.02
22.810	283365	1.01
22.812	270019	0.97
22.813	272896	0.98
22.815	260274	0.93
22.817	248688	0.89
22.818	231637	0.83
22.820	212145	0.76
22.822	210630	0.75
22.823	207314	0.74
22.825	202672	0.72
22.827	194697	0.70
22.828	188759	0.68
22.830	185486	0.66
22.832	186905	0.67
22.833	189912	0.68
22.835	194759	0.70
22.837	189448	0.68
22.838	194390	0.70
22.840	208503	0.75
22.842	214672	0.77
22.843	211292	0.76
22.845	212864	0.76
22.847	225845	0.81
22.848	228570	0.82
22.850	239864	0.86
22.852	251476	0.90
22.853	252639	0.90
22.855	245388	0.88
22.857	259467	0.93
22.858	265120	0.95
22.860	260236	0.93
22.862	249145	0.89
22.863	258914	0.93
22.865	269937	0.97
22.867	262513	0.94
22.868	254313	0.91
22.870	261098	0.93
22.872	262081	0.94
22.873	266148	0.95
22.875	246750	0.88
22.877	229944	0.82
22.878	224573	0.80
22.880	230370	0.82
22.882	250975	0.90
22.883	247684	0.89
22.885	229308	0.82
22.887	214469	0.77
22.888	200433	0.72
22.890	202519	0.72
22.892	200326	0.72
22.893	216158	0.77
22.895	205651	0.74
22.897	193004	0.69
22.898	194465	0.70
22.900	194383	0.70
22.902	192107	0.69
22.903	187942	0.67
22.905	185948	0.67
22.907	182850	0.65
22.908	182398	0.65
22.910	187728	0.67
22.912	187321	0.67
22.913	181656	0.65
22.915	172703	0.62
22.917	175763	0.63
22.918	171640	0.61
22.920	157657	0.56
22.922	157115	0.56
22.923	159998	0.57
22.925	159921	0.57
22.927	150022	0.54
22.928	140927	0.50
22.930	142865	0.51
22.932	143367	0.51
22.933	145047	0.52
22.935	145738	0.52
22.937	147428	0.53
22.938	145702	0.52
22.940	140575	0.50
22.942	130351	0.47
22.943	127768	0.46
22.945	127503	0.46
22.947	119615	0.43
22.948	129737	0.46
22.950	123990	0.44
22.952	125819	0.45
22.953	126216	0.45
22.955	122048	0.44
22.957	119823	0.43
22.958	116778	0.42
22.960	121987	0.44
22.962	118048	0.42
22.963	124717	0.45
22.965	131614	0.47
22.967	146164	0.52
22.968	153609	0.55
22.970	149407	0.53
22.972	154121	0.55
22.973	164874	0.59
22.975	176007	0.63
22.977	187068	0.67
22.978	188245	0.67
22.980	202486	0.72
22.982	211226	0.76
22.983	222884	0.80
22.985	239478	0.86
22.987	258617	0.92
22.988	270087	0.97
22.990	274153	0.98
22.992	295691	1.06
22.993	320248	1.15
22.995	325218	1.16
22.997	322102	1.15
22.998	336542	1.20
23.000	337728	1.21
23.002	335111	1.20
23.003	340541	1.22
23.005	336547	1.20
23.007	327069	1.17
23.008	319578	1.14
23.010	310990	1.11
23.012	303077	1.08
23.013	302110	1.08
23.015	297253	1.06
23.017	287095	1.03
23.018	271651	0.97
23.020	253138	0.91
23.022	245183	0.88
23.023	230347	0.82
23.025	215813	0.77
23.027	204173	0.73
23.028	196330	0.70
23.030	193019	0.69
23.032	182921	0.65
23.033	165435	0.59
23.035	158572	0.57
23.037	156283	0.56
23.038	150632	0.54
23.040	152685	0.55
23.042	146946	0.53
23.043	137298	0.49
23.045	130093	0.47
23.047	143615	0.51
23.048	154596	0.55
23.050	154726	0.55
23.052	161496	0.58
23.053	160182	0.57
23.055	164176	0.59
23.057	177604	0.64
23.058	192125	0.69
23.060	201301	0.72
23.062	216027	0.77
23.063	237168	0.85
23.065	230891	0.83
23.067	244851	0.88
23.068	268954	0.96
23.070	281706	1.01
23.072	278375	1.00
23.073	286509	1.02
23.075	302645	1.08
23.077	309378	1.11
23.078	306961	1.10
23.080	302258	1.08
23.082	303332	1.08
23.083	298441	1.07
23.085	298489	1.07
23.087	298015	1.07
23.088	299939	1.07
23.090	279424	1.00
23.092	252626	0.90
23.093	235494	0.84
23.095	233682	0.84
23.097	230983	0.83
23.098	214797	0.77
23.100	200368	0.72
23.102	186604	0.67
23.103	184464	0.66
23.105	185559	0.66
23.107	177869	0.64
23.108	174809	0.63
23.110	185069	0.66
23.112	192240	0.69
23.113	208503	0.75
23.115	227696	0.81
23.117	248895	0.89
23.118	269028	0.96
23.120	294843	1.05
23.122	334788	1.20
23.123	390056	1.39
23.125	449540	1.61
23.127	518095	1.85
23.128	588076	2.10
23.130	672871	2.41
23.132	773648	2.77
23.133	897343	3.21
23.135	1025010	3.67
23.137	1189540	4.25
23.138	1382761	4.95
23.140	1559161	5.58
23.142	1722707	6.16
23.143	1932251	6.91
23.145	2176732	7.78
23.147	2395262	8.57
23.148	2585302	9.25
23.150	2799559	10.01
23.152	3056920	10.93
23.153	3329828	11.91
23.155	3624458	12.96
23.157	3950384	14.13
23.158	4265818	15.26
23.160	4534304	16.22
23.162	4778896	17.09
23.163	5032500	18.00
23.165	5319043	19.02
23.167	5585596	19.98
23.168	5838706	20.88
23.170	6020505	21.53
23.172	6243329	22.33
23.173	6423766	22.97
23.175	6673929	23.87
23.177	6919385	24.75
23.178	7121052	25.47
23.180	7370718	26.36
23.182	7661520	27.40
23.183	7815243	27.95
23.185	7977819	28.53
23.187	8091080	28.94
23.188	8191281	29.30
23.190	8310892	29.72
23.192	8514736	30.45
23.193	8798736	31.47
23.195	9021117	32.26
23.197	9188869	32.86
23.198	9384120	33.56
23.200	9482004	33.91
23.202	9477206	33.89
23.203	9572716	34.24
23.205	9760637	34.91
23.207	9836099	35.18
23.208	9915590	35.46
23.210	9995736	35.75
23.212	10051715	35.95
23.213	10185762	36.43
23.215	10366664	37.08
23.217	10572456	37.81
23.218	10777422	38.54
23.220	10856318	38.83
23.222	10949961	39.16
23.223	11063015	39.57
23.225	11176286	39.97
23.227	11304196	40.43
23.228	11417381	40.83
23.230	11579857	41.41
23.232	11637760	41.62
23.233	11663908	41.71
23.235	11715793	41.90
23.237	11805247	42.22
23.238	11989742	42.88
23.240	12126611	43.37
23.242	12077349	43.19
23.243	11940860	42.71
23.245	11799889	42.20
23.247	11528836	41.23
23.248	11087336	39.65
23.250	10321895	36.92
23.252	9404454	33.63
23.253	8095352	28.95
23.255	6583974	23.55
23.257	5023342	17.97
23.258	3570730	12.77
23.260	2451210	8.77
23.262	1637576	5.86
23.263	1133502	4.05
23.265	800751	2.86
23.267	581926	2.08
23.268	452927	1.62
23.270	393191	1.41
23.272	342461	1.22
23.273	306629	1.10
23.275	291040	1.04
23.277	267726	0.96
23.278	255789	0.91
23.280	249628	0.89
23.282	243815	0.87
23.283	237623	0.85
23.285	230762	0.83
23.287	225787	0.81
23.288	228567	0.82
23.290	231233	0.83
23.292	217578	0.78
23.293	204536	0.73
23.295	199946	0.72
23.297	208520	0.75
23.298	216844	0.78
23.300	211836	0.76
23.302	204805	0.73
23.303	199231	0.71
23.305	191352	0.68
23.307	199619	0.71
23.308	203700	0.73
23.310	205393	0.73
23.312	208049	0.74
23.313	221233	0.79
23.315	245897	0.88
23.317	261932	0.94
23.318	266054	0.95
23.320	286468	1.02
23.322	333903	1.19
23.323	374430	1.34
23.325	415278	1.49
23.327	471711	1.69
23.328	541854	1.94
23.330	622829	2.23
23.332	717237	2.57
23.333	841421	3.01
23.335	977051	3.49
23.337	1135229	4.06
23.338	1295137	4.63
23.340	1468391	5.25
23.342	1631407	5.83
23.343	1831701	6.55
23.345	2060003	7.37
23.347	2274944	8.14
23.348	2427562	8.68
23.350	2596072	9.28
23.352	2809387	10.05
23.353	3022049	10.81
23.355	3239173	11.58
23.357	3406704	12.18
23.358	3562022	12.74
23.360	3665469	13.11
23.362	3763024	13.46
23.363	3864228	13.82
23.365	3958570	14.16
23.367	4043490	14.46
23.368	4069799	14.56
23.370	4034845	14.43
23.372	4008247	14.34
23.373	3932117	14.06
23.375	3800248	13.59
23.377	3596057	12.86
23.378	3325716	11.89
23.380	3012016	10.77
23.382	2762236	9.88
23.383	2509863	8.98
23.385	2230374	7.98
23.387	1926973	6.89
23.388	1677812	6.00
23.390	1482996	5.30
23.392	1252491	4.48
23.393	1041959	3.73
23.395	883465	3.16
23.397	734422	2.63
23.398	606992	2.17
23.400	488543	1.75
23.402	410037	1.47
23.403	353161	1.26
23.405	314101	1.12
23.407	275734	0.99
23.408	241009	0.86
23.410	219575	0.79
23.412	198076	0.71
23.413	189921	0.68
23.415	180133	0.64
23.417	170400	0.61
23.418	166719	0.60
23.420	171698	0.61
23.422	173731	0.62
23.423	175179	0.63
23.425	158311	0.57
23.427	144030	0.52
23.428	147965	0.53
23.430	153061	0.55
23.432	146480	0.52
23.433	146209	0.52
23.435	149425	0.53
23.437	149345	0.53
23.438	140995	0.50
23.440	145632	0.52
23.442	143981	0.51
23.443	134849	0.48
23.445	136692	0.49
23.447	119908	0.43
23.448	134673	0.48
23.450	133408	0.48
23.452	135671	0.49
23.453	127439	0.46
23.455	146396	0.52
23.457	155407	0.56
23.458	152858	0.55
23.460	152214	0.54
23.462	145449	0.52
23.463	139206	0.50
23.465	145526	0.52
23.467	154667	0.55
23.468	149108	0.53
23.470	151150	0.54
23.472	155824	0.56
23.473	162742	0.58
23.475	167068	0.60
23.477	171286	0.61
23.478	166242	0.59
23.480	169988	0.61
23.482	161781	0.58
23.483	164126	0.59
23.485	164658	0.59
23.487	166152	0.59
23.488	167625	0.60
23.490	164878	0.59
23.492	164119	0.59
23.493	158484	0.57
23.495	152852	0.55
23.497	145315	0.52
23.498	156341	0.56
23.500	151674	0.54
23.502	145002	0.52
23.503	145894	0.52
23.505	144488	0.52
23.507	152038	0.54
23.508	145559	0.52
23.510	139620	0.50
23.512	132288	0.47
23.513	138992	0.50
23.515	139107	0.50
23.517	141179	0.50
23.518	137805	0.49
23.520	139899	0.50
23.522	134422	0.48
23.523	133586	0.48
23.525	140605	0.50
23.527	143370	0.51
23.528	147906	0.53
23.530	142270	0.51
23.532	133385	0.48
23.533	129451	0.46
23.535	135219	0.48
23.537	138176	0.49
23.538	138357	0.49
23.540	140629	0.50
23.542	134172	0.48
23.543	135569	0.48
23.545	129067	0.46
23.547	131222	0.47
23.548	124141	0.44
23.550	119327	0.43
23.552	118265	0.42
23.553	119106	0.43
23.555	115466	0.41
23.557	123343	0.44
23.558	110969	0.40
23.560	107233	0.38
23.562	110731	0.40
23.563	121779	0.44
23.565	118055	0.42
23.567	122038	0.44
23.568	123783	0.44
23.570	124440	0.45
23.572	124467	0.45
23.573	125639	0.45
23.575	124230	0.44
23.577	119800	0.43
23.578	120883	0.43
23.580	117418	0.42
23.582	115039	0.41
23.583	127641	0.46
23.585	132265	0.47
23.587	127105	0.45
23.588	119983	0.43
23.590	123413	0.44
23.592	126055	0.45
23.593	123748	0.44
23.595	123485	0.44
23.597	119281	0.43
23.598	127595	0.46
23.600	125869	0.45
23.602	127212	0.45
23.603	123923	0.44
23.605	113862	0.41
23.607	116706	0.42
23.608	115054	0.41
23.610	113196	0.40
23.612	112311	0.40
23.613	115280	0.41
23.615	117080	0.42
23.617	110197	0.39
23.618	109766	0.39
23.620	108832	0.39
23.622	106435	0.38
23.623	114488	0.41
23.625	113247	0.41
23.627	111364	0.40
23.628	118880	0.43
23.630	114389	0.41
23.632	108003	0.39
23.633	110767	0.40
23.635	115927	0.41
23.637	107412	0.38
23.638	114249	0.41
23.640	107039	0.38
23.642	116425	0.42
23.643	113615	0.41
23.645	106878	0.38
23.647	109309	0.39
23.648	107726	0.39
23.650	116275	0.42
23.652	115907	0.41
23.653	113206	0.40
23.655	112983	0.40
23.657	106196	0.38
23.658	107863	0.39
23.660	107668	0.39
23.662	122041	0.44
23.663	123389	0.44
23.665	125075	0.45
23.667	120674	0.43
23.668	127298	0.46
23.670	130324	0.47
23.672	134135	0.48
23.673	140592	0.50
23.675	164036	0.59
23.677	177658	0.64
23.678	192800	0.69
23.680	217619	0.78
23.682	235076	0.84
23.683	243122	0.87
23.685	262859	0.94
23.687	291365	1.04
23.688	307866	1.10
23.690	335855	1.20
23.692	366046	1.31
23.693	394451	1.41
23.695	419532	1.50
23.697	443946	1.59
23.698	464697	1.66
23.700	486895	1.74
23.702	510187	1.82
23.703	529120	1.89
23.705	542513	1.94
23.707	554809	1.98
23.708	566618	2.03
23.710	568867	2.03
23.712	549969	1.97
23.713	528777	1.89
23.715	530351	1.90
23.717	523241	1.87
23.718	495370	1.77
23.720	466598	1.67
23.722	440702	1.58
23.723	413387	1.48
23.725	387100	1.38
23.727	363336	1.30
23.728	332148	1.19
23.730	298197	1.07
23.732	275585	0.99
23.733	256098	0.92
23.735	252344	0.90
23.737	231861	0.83
23.738	207716	0.74
23.740	188190	0.67
23.742	172943	0.62
23.743	153873	0.55
23.745	136569	0.49
23.747	122612	0.44
23.748	115749	0.41
23.750	123493	0.44
23.752	114848	0.41
23.753	108039	0.39
23.755	107646	0.38
23.757	113267	0.41
23.758	108245	0.39
23.760	108558	0.39
23.762	106641	0.38
23.763	106792	0.38
23.765	104694	0.37
23.767	114456	0.41
23.768	115151	0.41
23.770	107239	0.38
23.772	112319	0.40
23.773	115264	0.41
23.775	113410	0.41
23.777	110268	0.39
23.778	105450	0.38
23.780	102727	0.37
23.782	109630	0.39
23.783	111028	0.40
23.785	110701	0.40
23.787	105391	0.38
23.788	99205	0.35
23.790	104552	0.37
23.792	107378	0.38
23.793	112271	0.40
23.795	104795	0.37
23.797	95373	0.34
23.798	110667	0.40
23.800	104078	0.37
23.802	112765	0.40
23.803	101650	0.36
23.805	106409	0.38
23.807	105047	0.38
23.808	103379	0.37
23.810	102080	0.37
23.812	107740	0.39
23.813	116264	0.42
23.815	115714	0.41
23.817	119608	0.43
23.818	116401	0.42
23.820	116192	0.42
23.822	111639	0.40
23.823	114078	0.41
23.825	118638	0.42
23.827	122916	0.44
23.828	127933	0.46
23.830	134418	0.48
23.832	137080	0.49
23.833	125964	0.45
23.835	129183	0.46
23.837	131415	0.47
23.838	123825	0.44
23.840	131552	0.47
23.842	132710	0.47
23.843	129518	0.46
23.845	136815	0.49
23.847	127800	0.46
23.848	126865	0.45
23.850	127637	0.46
23.852	120264	0.43
23.853	121772	0.44
23.855	120942	0.43
23.857	129035	0.46
23.858	132134	0.47
23.860	131422	0.47
23.862	130476	0.47
23.863	134721	0.48
23.865	134036	0.48
23.867	139674	0.50
23.868	151479	0.54
23.870	153812	0.55
23.872	161928	0.58
23.873	165180	0.59
23.875	160818	0.58
